ID;CLASS;EVENTS
24054;0;3 6 9 12 15 18 20 22 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 74 76 79 83 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24055;1;1 5 9 12 15 18 19 22 26 30 33 36 38 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
24056;0;3 6 9 12 15 18 20 24 27 30 33 36 38 40 45 48 51 54 55 60 63 66 69 72 74 78 81 84 87 90 91 94 99 102 105 108 110 114 117 120 123 126
24057;2;3 6 9 12 15 18 20 23 27 30 33 36 37 40 45 48 51 54 56 60 63 66 69 72 73 77 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24058;0;2 6 9 12 15 18 19 24 27 30 33 36 38 41 44 46 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
24059;1;2 4 7 11 15 18 19 23 26 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24060;0;1 5 7 10 14 17 21 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24061;0;3 6 9 12 15 18 20 22 26 29 33 36 37 42 45 48 51 54 55 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
24062;0;3 6 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 55 58 62 64 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
24063;1;1 6 9 12 15 18 19 24 27 30 33 36 38 41 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 91 96 99 102 105 108 110 112 117 120 123 126
24064;0;1 5 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 110 112 115 119 123 126
24065;0;3 6 9 12 15 18 20 22 27 30 33 36 39 42 45 48 51 54 55 58 62 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 115 120 123 126
24066;0;3 6 9 12 15 18 21 24 27 30 33 36 37 41 44 46 50 53 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 109 114 117 120 123 126
24067;1;3 6 9 12 15 18 19 23 27 30 33 36 38 40 44 47 49 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24068;2;3 6 9 12 15 18 19 23 27 30 33 36 38 41 45 48 51 54 55 58 62 64 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24069;0;1 6 9 12 15 18 20 24 27 30 33 36 37 41 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 92 94 98 102 105 108 111 114 117 120 123 126
24070;0;3 6 9 12 15 18 19 22 27 30 33 36 38 42 45 48 51 54 55 58 63 66 69 72 75 78 81 84 87 90 92 95 99 102 105 108 110 114 117 120 123 126
24071;1;3 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 58 62 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 116 118 123 126
24072;0;2 4 8 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 73 76 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
24073;0;3 6 9 12 15 18 21 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 92 95 99 102 105 108 109 113 117 120 123 126
24074;0;2 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 115 119 123 126
24075;1;2 5 9 12 15 18 19 22 26 29 31 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24076;0;1 5 8 11 13 18 21 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24077;0;1 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 56 59 61 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24078;2;1 6 9 12 15 18 20 23 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 109 113 116 120 123 126
24079;0;2 6 9 12 15 18 21 24 27 30 33 36 37 41 43 46 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 116 120 123 126
24080;1;3 6 9 12 15 18 21 24 27 30 33 36 37 41 43 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 115 119 123 126
24081;0;3 6 9 12 15 18 19 22 27 30 33 36 38 42 45 48 51 54 55 58 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
24082;0;1 5 8 10 15 18 21 24 27 30 33 36 38 40 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24083;1;1 4 8 10 15 18 21 24 27 30 33 36 38 40 44 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24084;0;1 5 7 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 116 120 123 126
24085;0;1 6 9 12 15 18 20 23 27 30 33 36 39 42 45 48 51 54 55 58 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 110 114 117 120 123 126
24086;0;3 6 9 12 15 18 21 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 95 97 100 105 108 110 113 117 120 123 126
24087;1;3 6 9 12 15 18 19 24 27 30 33 36 38 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 94 98 101 105 108 109 114 117 120 123 126
24088;0;2 4 9 12 15 18 20 22 26 29 33 36 39 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
24089;2;2 4 7 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 92 95 97 102 105 108 111 114 117 120 123 126
24090;0;1 5 9 12 15 18 20 24 27 30 33 36 38 42 45 48 51 54 55 58 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24091;0;2 4 7 12 15 18 19 23 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 110 114 117 120 123 126
24092;1;3 6 9 12 15 18 19 22 27 30 33 36 39 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 115 119 121 126
24093;0;2 5 9 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 95 99 102 105 108 109 112 117 120 123 126
24094;0;3 6 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 109 113 116 120 123 126
24095;1;1 5 9 12 15 18 19 23 27 30 33 36 38 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 109 114 117 120 123 126
24096;0;3 6 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 115 119 123 126
24097;0;2 6 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 58 63 66 69 72 75 78 81 84 87 90 91 95 97 101 105 108 111 114 117 120 123 126
24098;0;1 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 95 97 102 105 108 110 113 117 120 123 126
24099;2;1 6 9 12 15 18 21 24 27 30 33 36 38 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 115 118 122 126
24100;1;1 6 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 98 102 105 108 110 112 115 119 123 126
24101;0;2 6 9 12 15 18 20 24 27 30 33 36 39 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 95 97 101 103 108 111 114 117 120 123 126
24102;0;1 6 9 12 15 18 20 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 109 113 117 120 123 126
24103;0;1 4 8 12 15 18 19 23 25 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 110 114 117 120 123 126
24104;1;2 4 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 55 59 63 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24105;0;1 6 9 12 15 18 20 22 26 28 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
24106;0;2 6 9 12 15 18 20 22 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 112 117 120 123 126
24107;0;3 6 9 12 15 18 20 24 27 30 33 36 39 42 45 48 51 54 55 59 61 64 68 70 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
24108;1;1 4 8 10 15 18 21 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
24109;0;2 4 9 12 15 18 20 22 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 113 117 120 123 126
24110;2;3 6 9 12 15 18 19 23 27 30 33 36 37 41 43 47 49 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24111;0;2 4 9 12 15 18 19 23 27 30 33 36 38 40 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24112;1;1 4 9 12 15 18 19 24 27 30 33 36 38 40 44 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24113;0;3 6 9 12 15 18 19 24 27 30 33 36 38 40 43 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 110 113 117 120 123 126
24114;0;2 4 9 12 15 18 19 23 25 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 114 117 120 123 126
24115;0;2 6 9 12 15 18 20 23 25 28 33 36 37 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24116;1;3 6 9 12 15 18 19 23 27 30 33 36 39 42 45 48 51 54 56 59 61 64 68 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
24117;0;1 5 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 58 62 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
24118;0;3 6 9 12 15 18 20 24 27 30 33 36 37 41 43 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 116 118 123 126
24119;0;1 5 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 97 101 105 108 110 112 117 120 123 126
24120;2;2 5 7 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 112 117 120 123 126
24121;1;1 6 9 12 15 18 19 23 27 30 33 36 38 41 43 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 114 117 120 123 126
24122;0;3 6 9 12 15 18 19 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 95 97 102 105 108 110 113 117 120 123 126
24123;0;2 5 9 12 15 18 19 23 27 30 33 36 37 42 45 48 51 54 56 58 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24124;1;3 6 9 12 15 18 19 23 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 76 80 82 87 90 93 96 99 102 105 108 110 112 117 120 123 126
24125;0;2 6 9 12 15 18 20 22 27 30 33 36 37 41 43 47 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24126;0;3 6 9 12 15 18 20 24 27 30 33 36 38 41 45 48 51 54 55 58 63 66 69 72 73 76 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
24127;0;2 6 9 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 56 59 63 66 69 72 74 78 81 84 87 90 91 94 99 102 105 108 111 114 117 120 123 126
24128;1;2 4 9 12 15 18 19 24 27 30 33 36 38 40 44 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24129;0;3 6 9 12 15 18 19 24 27 30 33 36 38 40 45 48 51 54 55 59 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
24130;2;2 5 7 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 110 112 117 120 123 126
24131;0;1 6 9 12 15 18 20 22 26 29 33 36 39 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 111 114 117 120 123 126
24132;0;1 4 9 12 15 18 20 24 27 30 33 36 39 42 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 115 120 123 126
24133;1;3 6 9 12 15 18 19 24 27 30 33 36 37 41 45 48 51 54 56 59 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 110 112 117 120 123 126
24134;0;2 6 9 12 15 18 20 22 27 30 33 36 38 40 43 48 51 54 55 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24135;0;2 4 9 12 15 18 19 24 27 30 33 36 38 40 43 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
24136;1;3 6 9 12 15 18 19 22 26 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 113 115 120 123 126
24137;0;1 5 9 12 15 18 19 23 26 28 33 36 39 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
24138;0;1 5 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 116 118 123 126
24139;0;2 5 9 12 15 18 19 22 26 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 94 99 102 105 108 111 114 117 120 123 126
24140;1;3 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 55 59 63 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 109 112 117 120 123 126
24141;2;1 4 9 12 15 18 19 23 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 92 96 99 102 105 108 109 114 117 120 123 126
24142;0;2 6 9 12 15 18 19 22 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 98 102 105 108 111 114 117 120 123 126
24143;0;3 6 9 12 15 18 20 24 27 30 33 36 37 40 45 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 113 115 120 123 126
24144;0;2 4 8 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 74 76 79 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24145;1;3 6 9 12 15 18 20 22 27 30 33 36 38 41 45 48 51 54 55 58 62 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
24146;0;1 6 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 55 59 63 66 69 72 74 78 81 84 87 90 92 94 97 102 105 108 110 114 117 120 123 126
24147;0;3 6 9 12 15 18 19 23 26 30 33 36 37 40 44 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 111 114 117 120 123 126
24148;1;1 6 9 12 15 18 20 23 27 30 33 36 38 41 43 46 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24149;0;3 6 9 12 15 18 19 23 25 29 33 36 39 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
24150;0;1 4 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 91 95 99 102 105 108 111 114 117 120 123 126
24151;2;3 6 9 12 15 18 21 24 27 30 33 36 38 41 45 48 51 54 55 59 61 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 112 117 120 123 126
24152;0;2 6 9 12 15 18 19 22 25 29 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 110 114 117 120 123 126
24153;1;1 6 9 12 15 18 20 23 27 30 33 36 37 40 44 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
24154;0;2 5 7 11 13 17 21 24 27 30 33 36 39 42 45 48 51 54 55 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24155;0;3 6 9 12 15 18 20 23 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 73 78 81 84 87 90 91 94 99 102 105 108 110 114 117 120 123 126
24156;0;2 6 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 76 80 82 85 89 93 96 99 102 105 108 111 114 117 120 123 126
24157;1;1 4 8 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 56 59 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24158;0;3 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 55 58 62 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 116 120 123 126
24159;0;2 4 8 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
24160;1;3 6 9 12 15 18 21 24 27 30 33 36 37 41 44 48 51 54 55 59 63 66 69 72 74 78 81 84 87 90 91 94 99 102 105 108 111 114 117 120 123 126
24161;0;3 6 9 12 15 18 20 23 25 28 33 36 37 40 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24162;2;2 5 7 10 15 18 19 24 27 30 33 36 38 41 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24163;0;1 4 9 12 15 18 19 23 26 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
24164;0;1 4 9 12 15 18 19 23 25 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 110 113 117 120 123 126
24165;1;1 6 9 12 15 18 19 22 26 30 33 36 38 40 44 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
24166;0;3 6 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 56 58 62 64 67 71 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24167;0;2 6 9 12 15 18 19 23 25 30 33 36 38 40 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
24168;0;2 6 9 12 15 18 19 24 27 30 33 36 38 40 45 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 91 96 99 102 105 108 110 114 117 120 123 126
24169;1;3 6 9 12 15 18 19 22 26 30 33 36 37 42 45 48 51 54 56 59 61 65 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24170;0;3 6 9 12 15 18 21 24 27 30 33 36 38 40 43 47 51 54 55 59 61 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24171;0;1 5 7 11 14 17 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24172;2;2 4 9 12 15 18 21 24 27 30 33 36 37 40 44 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24173;1;1 5 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 58 62 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
24174;0;3 6 9 12 15 18 19 22 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 115 119 123 126
24175;0;1 6 9 12 15 18 20 23 25 28 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 92 96 99 102 105 108 109 114 117 120 123 126
24176;0;3 6 9 12 15 18 19 24 27 30 33 36 38 40 45 48 51 54 56 60 63 66 69 72 74 77 79 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
24177;1;3 6 9 12 15 18 20 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 98 100 105 108 109 114 117 120 123 126
24178;0;2 6 9 12 15 18 19 22 26 29 33 36 39 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 114 117 120 123 126
24179;0;1 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 58 63 66 69 72 74 78 81 84 87 90 92 95 99 102 105 108 109 114 117 120 123 126
24180;0;1 4 8 12 15 18 20 24 27 30 33 36 39 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 116 120 123 126
24181;1;3 6 9 12 15 18 19 23 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 98 100 103 108 111 114 117 120 123 126
24182;0;3 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 55 59 62 64 68 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
24183;2;1 6 9 12 15 18 21 24 27 30 33 36 37 40 44 46 51 54 56 60 63 66 69 72 75 78 81 84 87 90 92 95 99 102 105 108 111 114 117 120 123 126
24184;0;1 6 9 12 15 18 19 24 27 30 33 36 38 41 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
24185;1;1 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 115 118 123 126
24186;0;1 5 8 12 15 18 21 24 27 30 33 36 37 41 44 46 51 54 57 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24187;0;3 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 98 100 103 107 110 114 117 120 123 126
24188;0;1 4 8 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 113 117 120 123 126
24189;1;3 6 9 12 15 18 19 22 26 29 33 36 37 41 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24190;0;2 5 9 12 15 18 19 22 27 30 33 36 39 42 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
24191;0;2 6 9 12 15 18 19 23 25 30 33 36 39 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 109 114 117 120 123 126
24192;0;2 4 8 10 15 18 20 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24193;2;3 6 9 12 15 18 21 24 27 30 33 36 37 40 44 47 49 53 57 60 63 66 69 72 74 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
24194;1;2 6 9 12 15 18 19 23 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 109 114 117 120 123 126
24195;0;3 6 9 12 15 18 19 24 27 30 33 36 38 40 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 92 95 99 102 105 108 110 112 117 120 123 126
24196;0;1 5 9 12 15 18 21 24 27 30 33 36 37 40 44 48 51 54 56 60 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24197;1;1 6 9 12 15 18 21 24 27 30 33 36 38 41 43 47 49 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24198;0;2 6 9 12 15 18 20 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 92 94 97 102 105 108 111 114 117 120 123 126
24199;0;3 6 9 12 15 18 20 23 27 30 33 36 37 40 45 48 51 54 56 60 63 66 69 72 73 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
24200;0;2 4 8 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 114 117 120 123 126
24201;1;3 6 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 55 59 62 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24202;0;2 5 9 12 15 18 21 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 91 95 99 102 105 108 109 114 117 120 123 126
24203;0;3 6 9 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 56 58 62 64 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
24204;2;2 6 9 12 15 18 19 23 27 30 33 36 37 41 43 47 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24205;0;2 6 9 12 15 18 20 24 27 30 33 36 38 40 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 112 117 120 123 126
24206;1;2 4 7 12 15 18 19 24 27 30 33 36 38 41 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24207;0;1 5 8 10 14 17 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 94 99 102 105 108 111 114 117 120 123 126
24208;0;2 5 9 12 15 18 20 22 27 30 33 36 39 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 112 117 120 123 126
24209;1;2 6 9 12 15 18 19 22 27 30 33 36 37 41 44 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 117 120 123 126
24210;0;3 6 9 12 15 18 21 24 27 30 33 36 37 41 44 48 51 54 57 60 63 66 69 72 73 78 81 84 87 90 92 94 99 102 105 108 110 112 117 120 123 126
